region_name,region_type,observation,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22
North and Middle Andaman,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North and Middle Andaman,district,confirmed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
North and Middle Andaman,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North and Middle Andaman,district,recovered,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
South Andaman,district,active,5.0,6.0,10.0,17.0,22.0,22.0,22.0,18.0,18.0,17.0,17.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Andaman,district,confirmed,15.0,16.0,20.0,27.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
South Andaman,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Andaman,district,recovered,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,14.0,15.0,15.0,25.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
Unknown,district,active,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,district,confirmed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicobars,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicobars,district,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicobars,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicobars,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anantapur,district,active,31.0,31.0,32.0,31.0,34.0,35.0,35.0,36.0,37.0,37.0,41.0,43.0,50.0,50.0,52.0,42.0,40.0,53.0,54.0,58.0,66.0,63.0,65.0,62.0,62.0,25.0,47.0,45.0,45.0,40.0,40.0,40.0
Anantapur,district,confirmed,36.0,36.0,42.0,46.0,51.0,53.0,53.0,54.0,58.0,61.0,67.0,71.0,78.0,78.0,80.0,80.0,83.0,99.0,102.0,107.0,115.0,115.0,118.0,118.0,122.0,122.0,122.0,122.0,122.0,136.0,136.0,136.0
Anantapur,district,deceased,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Anantapur,district,recovered,2.0,2.0,7.0,11.0,13.0,14.0,14.0,14.0,17.0,20.0,22.0,24.0,24.0,24.0,24.0,34.0,39.0,42.0,44.0,45.0,45.0,48.0,49.0,52.0,56.0,93.0,71.0,73.0,73.0,92.0,92.0,92.0
Chittoor,district,active,49.0,55.0,62.0,62.0,62.0,60.0,57.0,58.0,61.0,64.0,58.0,56.0,44.0,37.0,34.0,14.0,14.0,11.0,22.0,38.0,47.0,57.0,68.0,74.0,88.0,96.0,100.0,110.0,109.0,110.0,110.0,110.0
Chittoor,district,confirmed,53.0,59.0,73.0,73.0,73.0,73.0,73.0,74.0,77.0,80.0,80.0,80.0,81.0,82.0,82.0,82.0,82.0,85.0,96.0,112.0,121.0,131.0,142.0,151.0,165.0,173.0,177.0,192.0,192.0,208.0,208.0,208.0
Chittoor,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Chittoor,district,recovered,4.0,4.0,11.0,11.0,11.0,13.0,16.0,16.0,16.0,16.0,22.0,24.0,37.0,45.0,48.0,68.0,68.0,74.0,74.0,74.0,74.0,74.0,74.0,77.0,77.0,77.0,77.0,82.0,82.0,97.0,97.0,97.0
East Godavari,district,active,18.0,18.0,24.0,26.0,25.0,27.0,27.0,27.0,28.0,28.0,25.0,28.0,25.0,23.0,23.0,20.0,20.0,20.0,17.0,15.0,15.0,16.0,16.0,16.0,17.0,14.0,13.0,14.0,14.0,16.0,16.0,16.0
East Godavari,district,confirmed,26.0,26.0,32.0,34.0,37.0,39.0,39.0,39.0,40.0,42.0,42.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,51.0,51.0,52.0,52.0,52.0,57.0,57.0,59.0,59.0,59.0
East Godavari,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Godavari,district,recovered,8.0,8.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,14.0,17.0,17.0,20.0,22.0,22.0,26.0,26.0,26.0,29.0,31.0,31.0,31.0,35.0,35.0,35.0,38.0,39.0,43.0,43.0,43.0,43.0,43.0
Guntur,district,active,136.0,156.0,164.0,175.0,178.0,177.0,200.0,207.0,216.0,192.0,201.0,203.0,196.0,215.0,215.0,226.0,215.0,202.0,200.0,198.0,181.0,181.0,166.0,150.0,139.0,148.0,134.0,94.0,94.0,90.0,90.0,90.0
Guntur,district,confirmed,157.0,177.0,195.0,206.0,209.0,214.0,237.0,254.0,283.0,287.0,306.0,308.0,319.0,338.0,351.0,363.0,373.0,374.0,376.0,382.0,387.0,387.0,399.0,404.0,404.0,413.0,417.0,417.0,417.0,426.0,426.0,426.0
Guntur,district,deceased,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Guntur,district,recovered,15.0,15.0,23.0,23.0,23.0,29.0,29.0,39.0,59.0,87.0,97.0,97.0,115.0,115.0,128.0,129.0,150.0,164.0,168.0,176.0,198.0,198.0,225.0,246.0,257.0,257.0,275.0,315.0,315.0,328.0,328.0,328.0
Krishna,district,active,63.0,66.0,56.0,70.0,90.0,140.0,173.0,186.0,196.0,206.0,201.0,206.0,212.0,224.0,221.0,173.0,182.0,185.0,191.0,189.0,187.0,155.0,133.0,134.0,140.0,142.0,99.0,104.0,104.0,101.0,101.0,101.0
Krishna,district,confirmed,83.0,86.0,88.0,102.0,127.0,177.0,210.0,223.0,236.0,246.0,246.0,258.0,266.0,278.0,286.0,300.0,316.0,322.0,338.0,339.0,342.0,346.0,349.0,351.0,360.0,367.0,367.0,382.0,382.0,396.0,396.0,396.0
Krishna,district,deceased,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,11.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0
Krishna,district,recovered,14.0,14.0,25.0,25.0,29.0,29.0,29.0,29.0,32.0,32.0,37.0,44.0,46.0,46.0,56.0,117.0,123.0,126.0,134.0,137.0,142.0,177.0,202.0,203.0,206.0,211.0,253.0,263.0,263.0,280.0,280.0,280.0
Kurnool,district,active,175.0,194.0,223.0,249.0,259.0,239.0,252.0,280.0,291.0,334.0,335.0,360.0,379.0,395.0,392.0,369.0,360.0,342.0,320.0,311.0,292.0,284.0,277.0,257.0,238.0,199.0,187.0,163.0,162.0,170.0,170.0,170.0
Kurnool,district,confirmed,184.0,203.0,234.0,261.0,275.0,279.0,292.0,332.0,343.0,386.0,411.0,436.0,466.0,491.0,516.0,533.0,540.0,547.0,553.0,566.0,575.0,584.0,591.0,591.0,599.0,608.0,611.0,615.0,615.0,638.0,638.0,638.0
Kurnool,district,deceased,5.0,5.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,14.0,15.0,16.0,16.0,16.0,17.0,18.0,18.0,19.0,19.0,19.0,20.0,21.0,21.0,21.0
Kurnool,district,recovered,4.0,4.0,4.0,4.0,7.0,31.0,31.0,43.0,43.0,43.0,66.0,66.0,77.0,86.0,114.0,153.0,168.0,191.0,218.0,239.0,267.0,284.0,297.0,316.0,343.0,390.0,405.0,433.0,433.0,447.0,447.0,447.0
Prakasam,district,active,43.0,47.0,49.0,52.0,41.0,33.0,33.0,33.0,37.0,37.0,37.0,19.0,19.0,11.0,11.0,9.0,9.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0
Prakasam,district,confirmed,44.0,48.0,50.0,53.0,53.0,56.0,56.0,56.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,66.0,66.0,66.0,67.0,67.0,67.0
Prakasam,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prakasam,district,recovered,1.0,1.0,1.0,1.0,12.0,23.0,23.0,23.0,23.0,23.0,23.0,42.0,42.0,50.0,50.0,52.0,52.0,60.0,60.0,60.0,62.0,62.0,60.0,60.0,60.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
S.P.S. Nellore,district,active,64.0,63.0,59.0,60.0,62.0,47.0,54.0,56.0,53.0,55.0,38.0,43.0,44.0,38.0,33.0,33.0,34.0,33.0,32.0,36.0,23.0,32.0,31.0,45.0,56.0,65.0,53.0,60.0,60.0,76.0,75.0,75.0
S.P.S. Nellore,district,confirmed,68.0,67.0,67.0,68.0,72.0,72.0,79.0,82.0,82.0,84.0,84.0,90.0,91.0,91.0,92.0,92.0,96.0,96.0,96.0,101.0,102.0,111.0,111.0,126.0,140.0,149.0,150.0,157.0,157.0,182.0,182.0,182.0
S.P.S. Nellore,district,deceased,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
S.P.S. Nellore,district,recovered,2.0,2.0,6.0,6.0,8.0,23.0,23.0,24.0,27.0,27.0,43.0,44.0,44.0,50.0,56.0,56.0,59.0,60.0,61.0,62.0,76.0,76.0,77.0,78.0,81.0,81.0,94.0,94.0,94.0,103.0,103.0,103.0
Visakhapatnam,district,active,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,9.0,9.0,15.0,16.0,18.0,24.0,33.0,38.0,37.0,40.0,40.0,40.0,40.0,42.0,45.0,41.0,38.0,38.0,33.0,33.0,33.0
Visakhapatnam,district,confirmed,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,25.0,29.0,29.0,35.0,37.0,39.0,46.0,57.0,62.0,63.0,66.0,66.0,66.0,66.0,68.0,72.0,75.0,76.0,76.0,81.0,81.0,81.0
Visakhapatnam,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Visakhapatnam,district,recovered,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.0,23.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,33.0,37.0,37.0,47.0,47.0,47.0
West Godavari,district,active,30.0,30.0,30.0,30.0,30.0,41.0,43.0,43.0,45.0,45.0,39.0,33.0,33.0,30.0,28.0,26.0,26.0,35.0,35.0,35.0,35.0,34.0,30.0,29.0,24.0,22.0,19.0,21.0,21.0,21.0,21.0,21.0
West Godavari,district,confirmed,39.0,39.0,39.0,39.0,39.0,51.0,54.0,54.0,56.0,56.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,68.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,70.0,70.0,72.0,72.0,75.0,75.0,75.0
West Godavari,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Godavari,district,recovered,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,19.0,26.0,26.0,29.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,38.0,40.0,45.0,48.0,51.0,51.0,51.0,54.0,54.0,54.0
Y.S.R.,district,active,27.0,32.0,23.0,23.0,27.0,30.0,30.0,37.0,41.0,45.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y.S.R.,district,confirmed,46.0,51.0,51.0,51.0,55.0,58.0,58.0,65.0,69.0,73.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y.S.R.,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y.S.R.,district,recovered,19.0,19.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srikakulam,district,active,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,10.0,10.0,10.0,11.0,11.0,11.0
Srikakulam,district,confirmed,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,14.0,14.0,14.0,16.0,16.0,16.0
Srikakulam,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srikakulam,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
Y.S.R Kadapa,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y.S.R Kadapa,district,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y.S.R Kadapa,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y.S.R Kadapa,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y.S.R. Kadapa,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,50.0,50.0,50.0,56.0,53.0,53.0,54.0,52.0,51.0,41.0,43.0,38.0,37.0,34.0,35.0,35.0,31.0,31.0,31.0
Y.S.R. Kadapa,district,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,87.0,89.0,90.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0,99.0,101.0,102.0,102.0,104.0,104.0,107.0,107.0,107.0
Y.S.R. Kadapa,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y.S.R. Kadapa,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,39.0,40.0,40.0,43.0,43.0,43.0,45.0,46.0,56.0,56.0,63.0,65.0,68.0,69.0,69.0,76.0,76.0,76.0
Other State,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,73.0,105.0,150.0,150.0,127.0,125.0,125.0,128.0,128.0,128.0
Other State,district,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,73.0,105.0,150.0,150.0,150.0,150.0,150.0,153.0,153.0,153.0
Other State,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other State,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,25.0,25.0,25.0,25.0
Vizianagaram,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,8.0,8.0,12.0,12.0,12.0
Vizianagaram,district,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,8.0,8.0,16.0,16.0,16.0
Vizianagaram,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vizianagaram,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
Unknown,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,4.0,39.0
Unknown,district,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,45.0,107.0
Unknown,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Unknown,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,41.0,67.0
Lohit,district,active,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohit,district,confirmed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lohit,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lohit,district,recovered,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Anjaw,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anjaw,district,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anjaw,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anjaw,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Changlang,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Changlang,district,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Changlang,district,deceased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Changlang,district,recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Kameng,district,active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
