Province/State,Country/Region,Lat,Long,10/03/20,11/03/20,12/03/20,13/03/20,14/03/20,15/03/20,16/03/20,17/03/20,18/03/20,19/03/20,20/03/20,21/03/20,22/03/20,23/03/20,24/03/20,25/03/20,26/03/20,27/03/20,28/03/20,29/03/20,30/03/20,31/03/20,01/04/20,02/04/20,03/04/20,04/04/20,05/04/20,06/04/20,07/04/20,08/04/20,09/04/20,10/04/20
Bengaluru,India,20,70,3,3,4,4,4,4,5,7,10,10,10,13,16,22,23,31,33,37,39,39,39,43,46,46,46,50,52,54,57,58,63,63
