,country,mape_infected_count_fitExp,mape_infected_count_fixExp_a_-0.05,mape_infected_count_fixExp_a_0.1,mape_infected_count_fixExp_a_0.3,mape_infected_count_sir_r0_0.8,mape_infected_count_sir_r0_1.1,mape_infected_count_sir_r0_1.3
0,India,7.657640382175601,32.50886651776937,10.018949076293932,35.114121425983164,16.546288078102688,8.60923037278104,2.1580145146523777
