index,exposed,active_mean,recovered_mean,deceased_mean,confirmed_mean,hospitalized_mean,active_min,active_max,hospitalized_min,hospitalized_max,recovered_min,recovered_max,deceased_min,deceased_max,confirmed_min,confirmed_max
5/28/20,994.0958495013,1015.6973182455,11242.6477097749,300.1117458461,12558.4567738666,264.0813027438,991.5680266467,1039.8266098444,257.8076869281,270.3549185595,10975.5630970078,11509.732322542,292.9821771275,307.2413145648,12260.113300782,12856.8002469512
5/29/20,949.7094144567,970.0159054923,11476.3608884131,306.3504959946,12752.7272899,252.204135428,946.9718389002,993.0599720845,246.212678114,258.195592742,11203.7240965306,11748.9976802955,299.0727171558,313.6282748334,12449.7686525866,13055.6859272134
5/30/20,907.155402966,926.5830996061,11699.4815130426,312.3064880278,12938.3711006766,240.9116058976,904.5708392611,948.5953599511,235.1884182079,246.6347935873,11421.5441827845,11977.4188433007,304.8872163782,319.7257596774,12631.0022384239,13245.7399629293
5/31/20,866.372370363,885.2711550262,11912.5008897443,317.9928368926,13115.764881663,230.1705003068,864.240316941,906.3019931115,224.7024824046,235.638518209,11629.5029901962,12195.4987892923,310.4384781777,325.5471956074,12804.1817853149,13427.3479780112
6/1/20,827.3640489228,845.8765059037,12115.9379006485,323.4233936518,13285.237800204,219.927891535,825.7815420785,865.971469729,214.7032009404,225.1525821295,11828.107074135,12403.7687271621,315.7400245662,331.1067627374,12969.6286407797,13600.8469596284
6/2/20,790.1993478612,808.1197661014,12310.3390039357,328.6127454849,13447.071515522,210.1111391864,788.9217657397,827.3177664631,205.1196590923,215.1026192804,12017.8899109129,12602.7880969584,320.8060961845,336.4193947853,13127.6177728372,13766.5252582069
6/3/20,754.9607120075,771.7117622407,12496.2408919856,333.5752188826,13601.5278731089,200.6450581826,753.3786842589,790.0448402226,195.8784579073,205.4116584579,12199.3754430417,12793.1063409295,325.6506791777,341.4997585874,13278.4048064783,13924.6509397396
6/4/20,721.4540314008,736.7313149612,12673.942966865,338.318806097,13748.9930879232,191.5501418899,719.2292457823,754.23338414,186.9996039034,196.1006798764,12372.8559598787,12975.0299738513,330.2815759311,346.356036263,13422.3667815921,14075.6193942543
6/5/20,689.4327131762,703.3371868693,12843.6733603563,342.8495968884,13889.8601441139,182.867668586,686.6284412918,720.0459324467,178.5233947359,187.2119424361,12538.554173621,13148.7925470916,334.704731534,350.9944622427,13559.8873464468,14219.832941781
6/6/20,658.7135662753,671.6118510361,13005.6936235033,347.174573112,14024.4800476514,174.6190812694,655.6567845968,687.5669174755,170.4707639952,178.7673985436,12696.7254218063,13314.6618252002,338.9269619784,355.4221842456,13691.3091683815,14357.6509269213
6/7/20,629.1749861301,641.5635809149,13160.298014106,351.3015896989,14153.1631847198,166.8065310379,626.322352603,656.8048092267,162.8438116768,170.7692503989,12847.6569717347,13472.9390564773,342.9559355905,359.6472438074,13816.9352599282,14489.3911095114
6/8/20,600.7569546635,613.1264503405,13307.8134967208,355.2393746558,14276.1793217171,159.4128770885,598.5607853127,627.6921153684,155.6258041813,163.1999499958,12991.668020468,13623.9589729735,346.800173031,363.6785762806,13937.0289788117,14615.3296646225
6/9/20,573.4610402891,586.1603335301,13448.5997426599,358.9975290648,14393.7576052549,152.4016867178,572.2352858241,600.0853812361,148.7811743143,156.0221991214,13129.1096948302,13768.0897904896,350.4690472953,367.5260108344,14051.8140279496,14735.7011825601
6/10/20,547.3503979112,560.4509050826,13583.0491299921,362.586527084,14506.0865621586,145.7172353215,547.1366203319,573.7651898332,142.2555212863,149.1789493566,13260.3650514074,13905.7332085767,353.9727837131,371.2002704548,14161.4744554525,14850.6986688647
6/11/20,522.5497689247,535.7096399788,13711.586743542,366.0177159467,14613.3140994675,139.2845063945,522.9831181271,548.4361618305,135.975610713,142.5934020759,13385.8490765477,14037.3244105364,357.3224599489,374.7129719445,14266.1546546237,14960.4735443114
6/12/20,499.2339498444,511.5888163494,13834.6613681097,369.3030755348,14715.5532599939,133.0130922508,499.4353179531,523.7423147456,129.8531826678,136.1730018339,13505.9998935486,14163.3228426709,360.5297712857,378.0763797838,14365.9649827874,15065.1415372003
6/13/20,477.1961687573,488.2432894842,13952.4078096992,372.4462043657,14813.0973035491,126.9432552659,476.6443962987,499.8421826697,123.9275430377,129.9589674941,13620.9491059116,14283.8665134868,363.5982307533,381.2941779781,14461.1917329636,15165.0028741346
6/14/20,456.1174852729,465.9796632193,14064.8581799744,375.4479596297,14906.2858028234,121.154712437,454.9096732026,477.049653236,118.2765150327,124.0329098414,13730.7280624438,14398.9882975051,366.5286751782,384.3672440812,14552.1664108246,15260.4051948223
6/15/20,435.8418953698,444.8970046525,14172.1602996326,378.3122872592,14995.3695915443,115.6732212097,434.3278622871,455.466147018,112.9252441946,118.4211982247,13835.4810721576,14508.8395271076,369.3249567516,387.2996177667,14639.1338911963,15351.6052918923
6/16/20,416.2873080305,425.0024957565,14274.5086076181,381.0443776161,15080.5554809907,110.5006488967,414.9059749071,435.0990166059,107.8755534759,113.1257443175,13935.3979548319,14613.6192604042,371.9921425314,390.0966127007,14722.2960722705,15438.8148897109
6/17/20,397.4455452418,406.2114333789,14372.1441611224,383.650665492,15162.0062599932,105.6149726785,396.5613201505,415.8615466072,103.1059432391,108.1240021179,14030.714041012,14713.5742812327,374.5365144418,392.7648165421,14801.8118756044,15522.200644382
6/18/20,379.3823419946,388.3472292419,14465.3546355842,386.138830108,15239.8406949341,100.9702796029,379.1215048379,397.5729536458,98.5715912579,103.3689679479,14121.7101720096,14808.9990991588,376.9655692734,395.3120909426,14877.7972461208,15601.8841437473
6/19/20,362.237346284,371.1414099428,14554.4743246894,388.5177951149,15314.1335297471,96.4967665851,362.3244335227,379.9583863628,94.2043527159,98.7891804543,14208.7126999025,14900.2359494764,379.2880186832,397.7475715466,14950.3251521084,15677.9419073858
6/20/20,346.110905133,354.3806839197,14639.796312166,390.795384103,15384.9723801886,92.1389778191,345.9618816784,362.7994861609,89.9500892364,94.3278664018,14292.0077458103,14987.5848785216,381.5115004015,400.0792678045,15019.4811278902,15750.4636324871
6/21/20,330.6979909885,338.3822519569,14721.2890696851,392.9707554536,15452.6420770957,87.9793855088,330.343514547,346.4209893669,85.8893137822,90.0694572354,14371.5645304032,15071.013608967,383.6351928034,402.3063181038,15085.5432377536,15819.7409164377
