index,exposed,active_mean,recovered_mean,deceased_mean,confirmed_mean,hospitalized_mean,active_min,active_max,hospitalized_min,hospitalized_max,recovered_min,recovered_max,deceased_min,deceased_max,confirmed_min,confirmed_max
5/16/20,22.4979701377,58.5585174671,139.8583316019,3.7333846218,202.1502336908,15.2252145414,57.7587570231,59.358277911,15.017276826,15.4331522569,137.9482224289,141.768440775,3.6823960813000003,3.7843731624,199.3893755332,204.9110918484
5/17/20,21.839851338,56.0786049631,146.589880291,3.9130768866,206.5815621407,14.5804372904,55.3127138179,56.8444961083,14.3813055927,14.7795689881,144.5878352801,148.5919253019,3.8596342067,3.9665195666,203.7601833046,209.4029409768
5/18/20,21.1514807563,53.7619210013,153.0361716347,4.085154479,210.8832471149,13.9780994603,53.0276698681,54.4961721345,13.7871941657,14.169004755,150.9460866759,155.1262565936,4.0293616566,4.1409473013,208.0031182006,213.7633760293
5/19/20,20.4495275737,51.5829794721,159.2161195428,4.2501222876,215.0492213025,13.4115746627,50.8784871395,52.2874718047,13.2284066563,13.5947426692,157.0416322101,161.3906068755,4.1920764245,4.3081681507,212.1121957741,217.9862468309
5/20/20,19.7529465705,49.5136388623,165.1494311752,4.4085063763,219.0715764138,12.8735461042,48.8374084604,50.1898692641,12.6977261997,13.0493660087,162.893909893,167.4049524573,4.3482973893,4.4687153633,216.0796157428,222.0635370848
5/21/20,19.0685212332,47.5410386415,170.8491429127,4.5606547389,222.9508362931,12.3606700468,46.8917489427,48.1903283403,12.1918547251,12.5294853685,168.5157780616,173.1825077637,4.4983677922,4.6229416857,219.9058947965,225.9957777898
5/22/20,18.3939291265,45.6638147882,176.3231629519,4.7067784772,226.6937562173,11.8725918449,45.0401631937,46.2874663827,11.7104424304,12.0347412595,173.9150369067,178.7312889972,4.6424958517,4.7710611026,223.5976959521,229.7898164824
5/23/20,17.7296361435,43.8772976416,181.5805091806,4.8471183149,230.3049251371,11.4080973868,43.2780453285,44.4765499547,11.2522917854,11.5639029882,179.1005811544,184.0604372068,4.7809190041,4.9133176256,227.1595454871,233.4503047871
5/24/20,17.0778469983,42.174803753,186.630789314,4.9819307209,233.7875237879,10.9654489758,41.5988031773,42.7508043287,10.8156888261,11.1152091255,184.0818873032,189.1796913248,4.9138902155,5.0499712263,230.594580696,236.9804668798
5/25/20,16.4425052258,40.5476358855,191.4842008948,5.1114879089,237.1433246892,10.5423853302,39.9938582853,41.1014134858,10.3984031542,10.6863675063,188.8690136233,194.0993881664,5.0416779817,5.1812978361,233.9045498903,240.3820994882
5/26/20,15.8292931824,38.9850830144,196.1515312933,5.2360778374,240.3726921452,10.1361215837,38.4526459131,39.5175201158,9.9976879374,10.2745552301,193.4726001568,198.8304624299,5.1645663286,5.3075893462,237.0898123985,243.6555718918
5/27/20,15.2404195206,37.4808762719,200.6414903909,5.3559330084,243.4782996711,9.7450278307,36.9689828097,37.9927697341,9.6119355305,9.8781201309,197.9012378303,203.3817429514,5.2827845827,5.429081434,240.1530052227,246.8035941196
5/28/20,14.6717710601,36.0367565899,204.959167124,5.4711892661,246.46711298,9.3695567134,35.5445861304,36.5289270494,9.2415923939,9.4975210328,202.1599460784,207.7583881696,5.3964667331000005,5.5459117992,243.1009989419,249.8332270182
5/29/20,14.121556831,34.6517236383,209.110549345,5.5820064507,249.344279434,9.009448146,34.178469207,35.1249780696,8.8864019938,9.1324942981,206.2546309745,211.9664677154,5.5057704367,5.6582424647,245.9388706182,252.7496882498
5/30/20,13.5887038013,33.3239935577,213.1017656007,5.6885481577,252.114307316,8.664238325,32.8688725431,33.7791145723,8.5459068612,8.7825697888,210.1913373651,216.0121938362,5.6108570549,5.7662392605,248.6710669631,255.557547669
5/31/20,13.0728566444,32.0509992463,216.9390850154,5.7909817355,254.7810659972,8.333259804,31.6132640969,32.4887343956,8.2194486652,8.4470709428,213.9762487543,219.9019212765,5.7118916505,5.8700718205,251.3014045018,258.2607274925
6/1/20,12.5743777386,30.8293903602,220.6289172911,5.889478285,257.3477859363,8.0156414937,30.4083392819,31.2504414385,7.9061682133,8.125114774,217.6156873038,223.6421472784,5.8090429876,5.9699135824,253.8330695733,260.8625022993
