index,exposed,active_mean,recovered_mean,deceased_mean,confirmed_mean,hospitalized_mean,active_min,active_max,hospitalized_min,hospitalized_max,recovered_min,recovered_max,deceased_min,deceased_max,confirmed_min,confirmed_max
5/26/20,2415.32362807,2387.2229260993,18663.4781335538,498.2037284111,21548.9047880642,620.6779607858,2347.5482152171,2426.8976369815,610.3625359565,630.9933856152,18353.2984302219,18973.6578368857,489.9237773981,506.4836794241,21190.7704228371,21907.0391532913
5/27/20,2343.3142796997,2314.774964876,19197.225395041,512.451601921,22024.451961838,601.8414908678,2276.3043107596,2353.2456189924,591.8391207975,611.843860938,18878.175021085,19516.275768997,503.9348568257,520.9683470163,21658.4141886703,22390.4897350058
5/28/20,2273.2870584035,2244.7125820081,19714.8112043279,526.2680608958,22485.7918472318,583.6252713221,2207.4063372787,2282.0188267375,573.9256476925,593.3248949518,19387.1587567592,20042.4636518966,517.5216916589,535.0144301328,22112.0867856968,22859.4969087669
5/29/20,2205.0239599889,2177.1520113635,20216.6137125587,539.6631997192,22933.4289236414,566.0595229545,2140.9685968809,2213.3354258461,556.651835189,575.46721072,19880.6215036647,20552.6059214527,530.6942085167,548.6321909217,22552.2843090623,23314.5735382205
5/30/20,2138.4383695626,2112.058291493,20703.0840961538,552.649062115,23367.7914497618,549.1351557882,2076.9567091627,2147.1598738233,540.0087443823,558.2615671941,20359.0069398463,21047.1612524613,543.464250961,561.833873269,22979.4278999699,23756.1549995536
5/31/20,2073.57506153,2049.2452656307,21174.7465568101,565.2396411469,23789.2314635877,532.803769064,2015.1876112107,2083.3029200506,523.9487789148,541.6587592132,20822.8305549738,21526.6625586464,555.8455794962,574.6337027975,23393.8637456807,24184.5991814946
6/1/20,2010.6101995956,1988.3755816936,21632.1983215007,577.4508792187,24198.024782413,516.9776512403,1955.3295576016,2021.4216057856,508.3856849764,525.5696175043,21272.6796503417,21991.7169926597,567.8538715697,587.0478868677,23795.863079513,24600.186485313
6/2/20,1949.851336763,1928.9606922819,22076.109642475,589.3006680743,24594.3710028312,501.5297799933,1896.9021204021,1961.0192641617,493.1945513046,509.865008682,21709.2133388694,22443.0059460807,579.5067215715,599.0946145771,24185.622180843,25003.1198248195
6/3/20,1891.6507364056,1870.462980444,22507.1667159884,600.8073250675,24978.4370215,486.3203749155,1839.3766176442,1901.5493432439,478.2379205875,494.4028292434,22133.1064124989,22881.227019478,590.8221424281,610.7925077068,24563.3051725712,25393.5688704287
6/4/20,1835.6653297321,1813.1692497496,22925.5787626831,611.9764351435,25350.7244475762,471.4240049349,1783.0350863342,1843.3034131651,463.5891224469,479.2588874229,22544.5646147072,23306.5929106589,601.8056262653,622.1472440217,24929.4053273067,25772.0435678457
6/5/20,1781.3117824096,1757.6544069114,23331.3783388986,622.8088673628,25711.8416131728,456.990145797,1728.4428784602,1786.8659353625,449.3951483997,464.5851431943,22943.6199607604,23719.1367170368,612.4580277,633.1597070256,25284.5208669206,26139.162359425
6/6/20,1728.1923797566,1704.2773556183,23724.7101341054,633.3084840726,26062.2959737963,443.1121124608,1675.9529328725,1732.6017783641,435.7477625469,450.4764623747,23330.4147354464,24119.0055327644,622.7831448887,643.8338232565,25629.1508132077,26495.441134385
