index,exposed,active_mean,recovered_mean,deceased_mean,confirmed_mean,hospitalized_mean,active_min,active_max,hospitalized_min,hospitalized_max,recovered_min,recovered_max,deceased_min,deceased_max,confirmed_min,confirmed_max
6/7/20,432.8700142567,449.2370041619,8929.8766523867,238.3745307619,9617.4881873105,116.8016210821,444.1133400701,454.3606682537,115.4694684182,118.133773746,8828.0291021537,9031.7242026198,235.655807655,241.0932538687,9507.7982498789,9727.1781247421
6/8/20,419.9295703796,436.0742107876,9025.9046906379,240.937907553,9702.9168089785,113.3792948048,431.1006717549,441.0477498204,112.0861746563,114.6724149533,8922.96191582,9128.8474654558,238.1899484716,243.6858666343,9592.2525360465,9813.5810819105
6/9/20,407.5294601458,423.1158343044,9119.1905860112,243.4280854582,9785.7345057738,110.0101169192,418.2900889032,427.9415797057,108.7554231148,111.2648107235,9015.1838614564,9223.197310566,240.6517252545,246.2044456619,9674.1256756141,9897.3433359336
6/10/20,395.6581977708,410.3505508428,9209.8184584689,245.8473099797,9866.0163192913,106.6911432191,405.6703967973,415.0307048882,105.4743031673,107.9079832709,9104.7780996152,9314.8588173225,243.0433578953,248.6512620641,9753.4918543078,9978.5407842748
6/11/20,384.2627897738,397.8165717429,9297.8428863749,248.1970380346,9943.8564961524,103.4323086531,393.2793709672,402.3537725186,102.2526364515,104.6119808548,9191.7985861801,9403.8871865698,245.3662866947,251.0277893746,9830.444243842,10057.2687484629
6/12/20,373.2487349775,385.6016435547,9383.2889064948,250.4779379557,10019.3684880052,100.2564273242,381.2037571907,389.9995299187,99.1129768696,101.3998777789,9276.2700723657,9490.3077406239,247.6211723629,253.3347035485,9905.0950019193,10133.6419740911
6/13/20,362.4800245084,373.8430480378,9466.1520139957,252.6898894906,10092.6849515242,97.1991924898,369.5792714935,378.1068245822,96.0906105883,98.3077743914,9358.1881047181,9574.1159232734,249.8078960192,255.5718829621,9977.5752722308,10207.7946308177
6/14/20,351.7791417962,362.7276021618,9546.3981624463,254.8319838025,10163.9577484106,94.3091765621,358.5906001493,366.8646041743,93.2335560388,95.3847970853,9437.5190251142,9655.2772997784,251.925559192,257.738408413,10048.0351844555,10279.8803123657
6/15/20,341.0790566463,352.3128079868,9624.0625608195,256.9051607611,10233.2805295674,91.6013300766,348.2945893925,356.3310265811,90.5565932421,92.6460669111,9514.2976409595,9733.8274806795,253.9750910318,259.8352304904,10116.5673213838,10349.9937377509
6/16/20,330.65240339,342.2571823667,9699.3986058067,258.9161845493,10300.5719727226,88.9868674153,338.3536507805,346.1607139529,87.9719492029,90.0017856278,9588.7744588907,9810.0227527226,255.9631785741,261.8691905244,10183.0912882453,10418.0526572
6/17/20,320.6326993306,332.383541242,9772.567032876,260.8693458468,10365.8199199648,86.4197207229,328.5926210837,336.1744614004,85.4340814817,87.4053599641,9661.1083811465,9884.0256846056,257.8940635624,263.8446281312,10247.5950657925,10484.0447741371
6/18/20,311.081828798,322.5995442157,9843.6799833449,262.7676381591,10429.0471657198,83.8758814961,318.9202130711,326.2788753603,82.9192553985,84.8325075937,9731.4102700434,9955.9496966465,259.7707053605,265.7645709577,10310.1011884751,10547.9931429645
6/19/20,301.99417954,312.8928269473,9912.8036946308,264.6128296308,10490.3093512089,81.3521350063,309.3242034208,316.4614504738,80.4242928894,82.2799771232,9799.7456075441,10025.8617817175,261.5948519468,267.6308073148,10370.6646629117,10609.9540395061
6/20/20,293.2966427214,303.3310011527,9979.9585002508,266.4054630457,10549.6949644492,78.8660602997,299.8714327197,306.7905695857,77.9665725071,79.7655480923,9866.1344952567,10093.7825052449,263.3670399145,269.443886177,10429.3729678909,10670.0169610075
6/21/20,284.8486129249,294.0616546044,10045.1188298219,268.1448558269,10607.3253402532,76.4560301972,290.7078054635,297.4155037453,75.5840294205,77.3280309738,9930.551654435,10159.6860052087,265.0865944716,271.2031171822,10486.3460543701,10728.3046261362
